TEMSEID (Not found...)|MANDANT (Queue client)|CREDATE (Queue creation date)|CRETIME (Queue creation time)|GROUPID (Group name: Batch input session name)|QID (Queue identification (unique key))|CREATOR (Queue user ID / for historical reasons)|DESTSYS (Queue target system)|STATUS (Queue status)
BDCLG363503710671626|400|20001031|134319|IT2011|20001031133635037106|SCHIRA|pswdf025|R
BDCLG363720010173317|800|20060920|112751|FLOC1|06092011273637200101|I035497|id3tdc00|R
BDCLG364103710768369|400|20001031|134119|IT2011|20001031133641037107|SCHIRA|pswdf025|R
BDCLG364603710831322|400|20001031|134119|IT2011|20001031133646037108|SCHIRA|pswdf025|R
BDCLG365303710935669|400|20001031|134119|IT2011|20001031133653037109|SCHIRA|pswdf025|R
BDCLG365803711012377|400|20001031|133850|IT2011|20001031133658037110|SCHIRA|pswdf025|R
BDCLG368176000513379|800|20021206|193145|ZPUMPR3JOBS|02111118003681760005|MICHALSKY|iwdfim01|R
BDCLG368964772690895|800|20111114|205315|C51154204537|11111420453689647726|C5115457|id3tdc00|R
BDCLG368964772698881|800|20111114|204724|C51154204537|11111420453689647726|C5115457|id3tdc00|R
BDCLG369832079577243|800|20111108|627|KDS1001B007|11110800033698320795|C5115457|id3tdc00|R
BDCLG369832079585785|800|20111108|346|KDS1001B007|11110800033698320795|C5115457|id3tdc00|R
BDCLG370403711155807|400|20001031|133842|IT2011|20001031133704037111|SCHIRA|pswdf025|R
BDCLG370680335788381|625|20050413|105103|GNP 1050|05041310503706803357|HOF|iwdf9431|R
BDCLG371003711255551|400|20001031|133836|IT2011|20001031133710037112|SCHIRA|pswdf025|R
BDCLG371420000151545|514|20010807|53903|AWS 0538|01080705383714200001|MASTER|pswdf025|R
BDCLG372304470206652|512|20001027|103738|ZTESTLBO03|20001027103723044702|BOODTSL|pswdf025|R
BDCLG374522000187564|513|20020502|33139|GCERTS|02050203313745220001|BEWLEYL|pswdf025|R
BDCLG375372303066328|800|20111209|141128|RPTQTA00|11120914033753723030|WEISSANJA|id3tdc00|R
BDCLG375372303067992|800|20111209|164816|RPTQTA00|11120914033753723030|WEISSANJA|id3tdc00|R
BDCLG375372303083255|800|20111209|164720|RPTQTA00|11120914033753723030|WEISSANJA|id3tdc00|R
BDCLG375920031087237|800|20111117|214134|PA30|11111718333759200310|PITTEN|id3tdc00|R
BDCLG378176000690960|800|20021206|192859|ZPUMPR3JOBS|02111118003781760006|MICHALSKY|iwdfim01|R
BDCLG380216070497419|800|20000426|94030|RABUCH|20000426093802160704|KUERSTEN|pswdf025|R
BDCLG380402390190399|800|20010104|103814|RABUCH|20010104103804023901|OLBERT|pswdf025|R
BDCLG380628490136376|800|20050421|163001|KLON|05042116293806284901|GWOSDZIK|iwdf9431|R
BDCLG380628490191131|800|20050421|163142|KLON|05042116293806284901|GWOSDZIK|iwdf9431|R
BDCLG380907000173338|800|20011212|150100|RABUCH01/01|01121215003809070001|OLBERT|pswdf025|R
BDCLG385024000110270|800|20030320|183054|PIERCE|03032018303850240001|PIERCE|iwdfim01|R
BDCLG392980001369312|800|20021115|185701|RPIPSR00|02111518563929800013|ROTHERMEL|iwdfim01|R
BDCLG393703970276830|400|20001122|115500|REKOWS113937|20001122113937039702|REKOWSKIC|pswdf025|R
BDCLG397924548745513|800|20111018|105449|IT0014|11101810543979245487|C5140081|id3tdc00|R
BDCLG398196938415792|800|20111115|220520|KDS1001B007|11111522023981969384|C5115457|id3tdc00|R
BDCLG398196938487074|800|20111115|220252|KDS1001B007|11111522023981969384|C5115457|id3tdc00|R
BDCLG400408000496547|800|20040502|101455|RPTSHF00|04050210134004080004|I019507|iwdf9431|R
BDCLG400888001320580|800|20011218|155747|RABUCH JA 10|01121815574008880013|OLBERT|pswdf025|R
BDCLG400907000286654|800|20011212|152520|RABUCH02/01|01121215244009070002|OLBERT|pswdf025|R
BDCLG401732000119007|800|20040429|143839|4800/1000|04042914334017320001|WALTHERK|iwdf9431|R
BDCLG402603970533917|400|20001122|134049|REKOWS134026|20001122134026039705|REKOWSKIC|pswdf025|R
BDCLG405304717556348|800|20111122|101151|IT2002|11112210114053047175|C5140081|id3tdc00|R
BDCLG405648728222412|800|20090422|114942|IT2011|09042211484056487282|WEISSANJA|id3tdc00|R
BDCLG412124293282421|800|20111114|231700|C51636231642|11111423164121242932|C5163677|id3tdc00|R
BDCLG412592000109517|800|20040512|105813|RPTSHF00|04051210574125920001|I014498|iwdf9431|R
BDCLG412796000128346|800|20040625|91740|ZCN_BONUS 09|04062509044127960001|I011321|iwdf9431|R
BDCLG413608000114091|800|20030305|130210|ADAM|03030513014136080001|I016104|iwdfim01|R
BDCLG416112252285867|809|20090430|143948|MFC_DEMO_KS0|09043014394161122522|D030206|id3tdc00|R
BDCLG418156933323989|800|20111230|102304|IT2007|11123010224181569333|C5140081|id3tdc00|R
BDCLG420204753096318|800|20110401|83225|I046762|11040108314202047530|I046762|id3tdc00|R
BDCLG420518000748141|800|20020308|192254|RIMODGENVR|02030819224205180007|MICHALSKY|pswdf025|R
BDCLG420570000131396|400|20020313|105346|A/P_ACCOUNTS|02031310524205700001|KNEIFEL|pswdf025|R
BDCLG420592000173921|800|20021101|121717|C5032917|02110112144205920001|C5032917|iwdfim01|R
BDCLG420888003081948|800|20011218|165048|RABUCH3000-3|01121816504208880030|OLBERT|pswdf025|R
BDCLG420892185856494|625|20050413|92759|HR      0927|05041309274208921858|HOF|iwdf9431|R
BDCLG422406700102849|512|20001019|113344|ZTESTLBO|20001019104224067001|BOODTSL|pswdf025|R
BDCLG423108000225211|800|20040507|55648|AWS 0545|04050705454231080002|I019507|iwdf9431|R
BDCLG423720010284539|800|20060920|113459|FLOC1|06092011344237200102|I035497|id3tdc00|R
BDCLG424406851029568|800|20010105|104311|RABUCH|20010105104244068510|OLBERT|pswdf025|R
BDCLG425460000141827|800|20021227|93934|I021066|02122709384254600001|I021066|iwdfim01|R
BDCLG427648298279327|800|20100708|125752|IT8|10070812574276482982|C5140081|id3tdc00|R
BDCLG428232401832173|800|20111114|230227|C51636230142|11111423014282324018|C5163677|id3tdc00|R
BDCLG430184001336648|800|20020111|154851|JOSWIGT|02011115484301840013|JOSWIGT|pswdf025|R
BDCLG430408001153299|800|20040502|102000|RPTPBSR01019|04050210194304080011|I019507|iwdf9431|R
BDCLG430592000263571|800|20021101|122813|C5032917|02110112274305920002|C5032917|iwdfim01|R
BDCLG430860002300689|800|20021115|200223|RPIPSR00|02111520014308600023|ROTHERMEL|iwdfim01|R
BDCLG432712606057320|800|20090422|150925|IT2011|09042215084327126060|WEISSANJA|id3tdc00|R
BDCLG432736000362275|501|20040422|153003|PK_LOBT1998|04042215244327360003|PK-EXPERTE|iwdf9431|R
BDCLG434706851406904|800|20010105|114354|RABUCH11|20010105114347068514|OLBERT|pswdf025|R
BDCLG434803970644139|400|20001122|134406|REKOWS134347|20001122134348039706|REKOWSKIC|pswdf025|R
BDCLG435092000126278|800|20041129|21541|PA_0000|04112902144350920001|I026275|iwdf9431|R
BDCLG435920030982559|800|20111115|234656|C51154234643|11111523464359200309|C5115457|id3tdc00|R
BDCLG436480968876631|800|20110401|84304|I046762|11040108424364809688|I046762|id3tdc00|R
BDCLG437752000182992|800|20030402|101206|RASKBU|03040210114377520001|CINGOLANI|iwdfim01|R
BDCLG438924132113723|800|20111115|21631|C51636021344|11111502134389241321|C5163677|id3tdc00|R
BDCLG439444345862439|800|20111107|235655|KDS1001B007|11110723564394443458|C5115457|id3tdc00|R
BDCLG440556797291960|800|20111230|101551|IT2007|11123010154405567972|C5140081|id3tdc00|R
BDCLG440888002299896|800|20011218|162555|RABUCH7F100|01121816254408880022|OLBERT|pswdf025|R
BDCLG440888003263936|800|20011218|171152|RABUCH3000-5|01121817114408880032|OLBERT|pswdf025|R
BDCLG442605190187825|820|20001206|204450|A/P_ACCOUNTS|20001206204426051901|SCHUELER|pswdf025|R
BDCLG443012772052869|800|20091130|123533|TEST1|09113012334430127720|WALTHERK|id3tdc00|R
BDCLG444960880024421|800|20090423|135912|IT2011|09042313584449608800|WEISSANJA|id3tdc00|R
BDCLG445544314043142|800|20091201|143731|RPTSHF00|09120114354455443140|WEISSANJA|id3tdc00|R
BDCLG445544314098563|800|20091201|143612|RPTSHF00|09120114354455443140|WEISSANJA|id3tdc00|R
BDCLG448084000227958|800|20021108|195125|ZPUMPR3|02110819504480840002|MICHALSKY|iwdfim01|R
BDCLG448212994484946|800|20111115|23336|C51636023045|11111502304482129944|C5163677|id3tdc00|R
BDCLG448596212210388|800|20111115|42821|C51636042745|11111504274485962122|C5163677|id3tdc00|R
BDCLG448964773640988|800|20111115|41102|C51636041045|11111504104489647736|C5163677|id3tdc00|R
BDCLG591772696421787|800|20111108|213309|KDS1001B007|11110821325917726964|C5115457|id3tdc00|R
BDCLG591772696499463|800|20111108|213430|KDS1001B007|11110821325917726964|C5115457|id3tdc00|R
BDCLG592576957983172|800|20090727|110144|IT2011|09072710545925769579|WEISSANJA|id3tdc00|R
BDCLG595784334664576|809|20090507|142805|MFC_DEMO_FB0|09050714275957843346|D030206|id3tdc00|R
BDCLG598212994800214|800|20111116|201133|C51154201059|11111620105982129948|C5115457|id3tdc00|R
BDCLG450106852596174|800|20010105|154511|RABUCH10F100|20010105154501068525|OLBERT|pswdf025|R
BDCLG450184000284246|800|20020111|142219|JOSWIGT|02011114214501840002|JOSWIGT|pswdf025|R
BDCLG450888001239454|800|20011218|155709|RABUCH JA 09|01121815564508880012|OLBERT|pswdf025|R
BDCLG451275000223218|502|20020117|112632|RPTQTA00|02011711244512750002|JOHNO|pswdf025|R
BDCLG454006852632177|800|20010105|154556|RABUCH11F100|20010105154540068526|OLBERT|pswdf025|R
BDCLG454103270292045|512|20001026|154600|ZTESTLBO|20001026154541032702|BOODTSL|pswdf025|R
BDCLG455132000551509|800|20030627|220046|IV10000|03062722004551320005|LINDHOLM|iwdfim01|R
BDCLG455132000562460|800|20030627|231357|IV10000|03062722004551320005|LINDHOLM|iwdfim01|R
BDCLG455132000583443|800|20030627|232931|IV10000|03062722004551320005|LINDHOLM|iwdfim01|R
BDCLG456112252159746|809|20090430|142752|MFC_DEMO_KS0|09043014274561122521|D030206|id3tdc00|R
BDCLG456924956237337|800|20100709|65652|IT8|10070906564569249562|C5140081|id3tdc00|R
BDCLG457988865907999|800|20120209|120753|PFRTCTRS3|12020912074579888659|C5165216|id3tdc00|R
BDCLG458204000146073|800|20050105|140505|TEST|05010514044582040001|WALTHERK|iwdf9431|R
BDCLG458964773518726|800|20111115|22918|C51636022345|11111502234589647735|C5163677|id3tdc00|R
BDCLG458964773594063|800|20111115|22850|C51636022345|11111502234589647735|C5163677|id3tdc00|R
BDCLG460184001023200|800|20020111|153754|JOSWIGT|02011115374601840010|JOSWIGT|pswdf025|R
BDCLG460804920179810|800|20000922|164626|SAPF120|20000922164608049201|MORAK|pswdf025|R
BDCLG460919000450366|800|20020111|123608|JOSWIGT|02011112334609190004|JOSWIGT|pswdf025|R
BDCLG461275000112029|800|20020116|170059|JOSWIGT|02011617004612750001|JOSWIGT|pswdf025|R
BDCLG462601850130398|800|20000922|154645|RABUCH|20000922154626018501|MORAK|pswdf025|R
BDCLG462780536221248|800|20111222|191011|C5165216|11122219094627805362|C5165216|id3tdc00|R
BDCLG463016070547430|800|20000426|105455|RABUCH022000|20000426094630160705|KUERSTEN|pswdf025|R
BDCLG464206852732323|800|20010105|154703|RABUCH12F100|20010105154642068527|OLBERT|pswdf025|R
BDCLG465060000153972|800|20030411|112502|RASKBU|03041111244650600001|THIBAULT|iwdfim01|R
BDCLG465092000390622|800|20041129|50706|PA_0000|04112905064650920003|I026275|iwdf9431|R
BDCLG466064000111221|503|20030408|135107|PA700014|03040813504660640001|SCHROM|iwdfim01|R
BDCLG470803270365412|512|20001026|154725|ZTESTLBO02|20001026154708032703|BOODTSL|pswdf025|R
BDCLG470846000169636|625|20010710|204117|FELICE  2037|01071020374708460001|HOF|pswdf025|R
BDCLG470907000508435|800|20011212|163105|RABUCH05/01|01121216304709070005|OLBERT|pswdf025|R
BDCLG471235000179515|800|20010213|104310|SAPF181NEU2|01021216224712350001|OLBERT|pswdf025|R
BDCLG473606851551992|800|20010105|114746|RABUCH12|20010105114736068515|OLBERT|pswdf025|R
BDCLG474552245113187|800|20050425|183617|RPTSHF00|05042518354745522451|BONIN|iwdf9431|R
BDCLG474816000133628|800|20040709|30756|AW|04070903074748160001|I014498|iwdf9431|R
BDCLG480807000121426|800|20020614|142421|RPUNTUK0|02061414234808070001|ZHAI|pswdf025|R
BDCLG481706851134469|800|20010105|104828|RABUCH|20010105104817068511|OLBERT|pswdf025|R
BDCLG485501810303259|800|20001005|161140|BABU|20001005154855018103|OTTENBACHER|pswdf025|R
BDCLG485501810468717|800|20001005|154929|NEBU|20001005154855018104|OTTENBACHER|pswdf025|R
BDCLG488176000771409|800|20021206|230407|ZPCR3JOBS|02111118004881760007|MICHALSKY|iwdfim01|R
BDCLG488176000787256|800|20021206|221902|ZPCR3JOBS|02111118004881760007|MICHALSKY|iwdfim01|R
BDCLG490888002188787|800|20011218|162458|RABUCH6F100|01121816244908880021|OLBERT|pswdf025|R
BDCLG491436000451864|514|20010806|63219|RPIADVL00622|01080606224914360004|MASTER|pswdf025|R
BDCLG491436000479438|514|20010806|62505|RPIADVL00622|01080606224914360004|MASTER|pswdf025|R
BDCLG491436000493767|514|20010806|63145|RPIADVL00622|01080606224914360004|MASTER|pswdf025|R
BDCLG498176000894727|800|20021206|214955|ZPCR3JOBS|02111118004981760008|MICHALSKY|iwdfim01|R
BDCLG498924132584138|800|20111117|235005|PA30|11111723494989241325|PITTEN|id3tdc00|R
BDCLG500888002477922|800|20011218|162702|RABUCH9F100|01121816265008880024|OLBERT|pswdf025|R
BDCLG500932000204923|800|20020109|181519|A/P_ACCOUNTS|02010918145009320002|JOSWIGT|pswdf025|R
BDCLG506116498083319|800|20090814|132104|IT2011|09081413205061164980|WEISSANJA|id3tdc00|R
BDCLG507644000103889|506|20040920|112030|RFWERE00|04092011185076440001|STREISSEL|iwdf9431|R
BDCLG508176000921150|800|20021206|214052|ZPCR3JOBS|02111118005081760009|MICHALSKY|iwdfim01|R
BDCLG508232402761678|800|20111115|233507|C51154233450|11111523345082324027|C5115457|id3tdc00|R
BDCLG510184001426841|800|20020111|155500|JOSWIGT|02011115545101840014|JOSWIGT|pswdf025|R
BDCLG510408000375820|800|20040502|101459|RPTSHF00|04050210125104080003|I019507|iwdf9431|R
BDCLG510408000572630|800|20040502|101450|RPTSHF00|04050210135104080005|I019507|iwdf9431|R
BDCLG511732000453733|800|20040429|145945|4600/1000|04042914565117320004|WALTHERK|iwdf9431|R
BDCLG512124293827400|800|20111115|12216|C51636012152|11111501215121242938|C5163677|id3tdc00|R
